TeamID,Season,Moyenne_diff_score,Pourcentage_V_terrain_adverse,Mental,Evolution_2_Last_years,Fools,Blocks,Steals,Qualité_Défense,Qualité_Attaque,Confiance,Ancienneté
1101,2014,-15.476190476190474,0.06666666666666667,-0.2857142857142857,0.05,4.190476190476191,0.3333333333333333,1.7619047619047619,33.24089635854342,63.142857142857146,-14.476190476190474,0
1101,2015,-10.857142857142861,0.125,-1.25,0.05,9.607142857142858,1.1071428571428572,3.0,42.014705882352935,61.0,-8.857142857142861,1
1101,2016,-6.407407407407405,0.25,-0.8333333333333331,0.23809523809523808,15.37037037037037,1.962962962962963,4.444444444444445,39.912854030501094,69.85185185185185,-2.4074074074074048,2
1101,2017,-4.760000000000005,0.35294117647058826,-0.07058823529411729,0.10999999999999999,15.36,1.88,4.72,43.72470588235294,67.88,1.2399999999999949,3
1101,2018,-2.148148148148138,0.5555555555555556,1.1111111111111116,0.1111111111111111,16.666666666666668,3.7037037037037037,5.074074074074074,45.72766884531591,70.66666666666667,7.851851851851862,4
1101,2019,6.827586206896541,0.42857142857142855,-3.6453201970443354,0.4331034482758621,29.275862068965516,4.517241379310345,10.137931034482758,59.523326572008116,71.72413793103448,9.827586206896541,5
1102,1985,-5.791666666666664,0.18181818181818182,-0.2651515151515152,-0.23611111111111108,18.166666666666668,1.875,6.625,49.38970588235294,63.083333333333336,-3.7916666666666643,0
1102,1986,-7.1200000000000045,0.2857142857142857,0.4571428571428571,-0.5531034482758621,31.0,3.48,10.56,58.124705882352934,58.56,-3.1200000000000045,1
1102,1987,-4.0869565217391255,0.1111111111111111,-2.367149758454106,0.1394927536231884,23.869565217391305,2.608695652173913,10.434782608695652,47.721227621483386,71.0,-3.0869565217391255,2
1102,1988,-9.291666666666671,0.2857142857142857,-0.05952380952380987,0.051666666666666694,27.833333333333332,4.291666666666667,10.958333333333334,51.47303921568627,64.25,-5.291666666666671,3
1102,1989,-0.4583333333333428,0.1111111111111111,-3.055555555555556,0.06884057971014496,30.791666666666668,4.375,10.0,55.22303921568627,68.45833333333333,0.5416666666666572,4
1102,1990,-5.5714285714285765,0.09090909090909091,-2.3051948051948052,0.029761904761904767,18.25,2.2142857142857144,6.0,48.693277310924366,63.714285714285715,-4.5714285714285765,5
1102,1991,-8.36,0.09090909090909091,-1.090909090909091,-0.21666666666666667,11.48,1.68,4.48,49.564705882352946,58.0,-7.359999999999999,6
1102,1992,-8.68,0.09090909090909091,-1.090909090909091,-0.12142857142857144,10.92,1.68,3.48,45.364705882352936,60.88,-7.68,7
1102,1993,-9.499999999999993,0.08333333333333333,-1.25,0.008333333333333331,19.916666666666668,3.7083333333333335,7.166666666666667,48.93137254901961,62.208333333333336,-8.499999999999993,8
1102,1994,-8.681818181818173,0.1,-0.8181818181818181,-0.018181818181818188,16.90909090909091,2.8181818181818183,6.954545454545454,43.673796791443856,67.18181818181819,-7.681818181818173,9
1102,1995,-9.0,0.18181818181818182,-0.2651515151515152,0.0,20.583333333333332,3.25,7.875,46.51470588235294,65.375,-7.0,10
1102,1996,-10.666666666666671,0.09090909090909091,0.07575757575757583,-0.0984848484848485,15.916666666666666,3.1666666666666665,5.708333333333333,42.72303921568627,65.25,-9.666666666666671,11
1102,1997,-6.0909090909090935,0.16666666666666666,-0.15151515151515166,-0.02651515151515152,19.09090909090909,3.0,6.2727272727272725,45.99197860962567,66.95454545454545,-4.0909090909090935,12
